0	0.03506584148751109
1	0.05610463018246119
2	0.05081786422357375
3	0.04255310506122547
4	0.038703889129117375
5	0.03030425401311882
6	0.0286152232247945
7	0.026383458917126967
8	0.024863074493506995
9	0.024637200432258415
10	0.023834725291318987
11	0.023170232488284946
12	0.022843277438939935
13	0.02300439054758715
14	0.02264102620088099
15	0.02301392698408367
16	0.022820928975816262
17	0.023113883552990485
18	0.021582354356930976
19	0.022314216254165818
20	0.022078400971728133
21	0.022390444016660363
22	0.0216864254760417
23	0.02194056793357868
24	0.02239121776974621
25	0.02259947242940781
26	0.022097657568423457
27	0.02252557213361586
28	0.021620136659685006
29	0.0213776265523134
30	0.02172826184345749
31	0.021298178816368567
32	0.02186963704996099
33	0.022458216820159176
34	0.021639405425061674
35	0.021598076127541575
36	0.02158583695794461
37	0.0216254108533963
38	0.021807540257497388
39	0.021774476117233217
40	0.021725422524697873
41	0.021807645914499848
42	0.02095123899236157
43	0.021710084050440986
44	0.02169906809251982
45	0.021318827675480538
46	0.021834002515990596
47	0.021740369875117807
48	0.021665664608667486
49	0.021539234985386468
50	0.021727867444040698
51	0.021389650856787904
52	0.020896894873238234
53	0.02139562100521932
54	0.021486864535096847
55	0.020746750346492995
56	0.0215679912647819
57	0.021600277334945638
58	0.02109971275367872
59	0.021489310706065176
60	0.02144704743247294
61	0.02091435206801893
62	0.021491337976372128
63	0.0219375332207702
64	0.02159082654899614
65	0.020818571293037075
66	0.021037475233743205
67	0.021369695903743664
68	0.02132160362648618
69	0.020415908574687513
70	0.02149542588689133
71	0.02161882342436243
72	0.021864894169604004
73	0.02143059792691708
74	0.02091241926726633
75	0.020915519782902868
76	0.020751938900719937
77	0.021498595166300972
